                  epoch,             train/loss,               val/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,                   lr/0
                    148,                0.82663,                0.56617,                0.99287,                      1,             0.00026245
                    149,                0.84157,                0.56081,                0.99762,                      1,              0.0002575
                    150,                0.83789,                0.55521,                0.99683,                      1,             0.00025255
                    151,                0.81784,                0.55571,                0.99842,                      1,              0.0002476
                    152,                0.81987,                 0.5566,                0.99842,                      1,             0.00024265
                    153,                0.81368,                0.55362,                0.99921,                      1,              0.0002377
                    154,                  0.835,                0.55454,                0.99921,                      1,             0.00023275
                    155,                 0.8046,                 0.5542,                0.99921,                      1,              0.0002278
                    156,                 0.8303,                0.55804,                0.99683,                      1,             0.00022285
                    157,                0.78873,                0.55059,                0.99842,                      1,              0.0002179
                    158,                0.79091,                0.54905,                0.99842,                      1,             0.00021295
                    159,                0.79238,                0.55068,                      1,                      1,               0.000208
                    160,                0.79504,                0.55233,                0.99762,                      1,             0.00020305
                    161,                0.78493,                0.55467,                0.99604,                      1,              0.0001981
                    162,                0.78092,                0.55124,                0.99921,                      1,             0.00019315
                    163,                0.81429,                0.54758,                0.99921,                      1,              0.0001882
                    164,                0.80464,                0.54888,                      1,                      1,             0.00018325
                    165,                0.75699,                 0.5489,                0.99921,                      1,              0.0001783
                    166,                0.81619,                0.54902,                0.99921,                      1,             0.00017335
                    167,                0.78456,                0.54754,                0.99921,                      1,              0.0001684
                    168,                0.78973,                 0.5486,                0.99762,                      1,             0.00016345
                    169,                0.76827,                0.54689,                0.99921,                      1,              0.0001585
                    170,                0.74944,                0.55101,                0.99683,                      1,             0.00015355
                    171,                0.77928,                0.55477,                0.99762,                      1,              0.0001486
                    172,                0.75196,                0.54659,                0.99842,                      1,             0.00014365
                    173,                0.76516,                0.54503,                0.99921,                      1,              0.0001387
                    174,                0.76839,                0.54528,                0.99842,                      1,             0.00013375
                    175,                0.76499,                0.54521,                0.99921,                      1,              0.0001288
                    176,                0.75495,                0.54587,                0.99842,                      1,             0.00012385
                    177,                0.74037,                0.54424,                0.99921,                      1,              0.0001189
                    178,                0.74398,                 0.5436,                0.99921,                      1,             0.00011395
                    179,                0.74331,                0.54246,                0.99921,                      1,               0.000109
                    180,                0.76142,                0.54154,                      1,                      1,             0.00010405
                    181,                0.74702,                0.54107,                      1,                      1,               9.91e-05
                    182,                0.75185,                0.54191,                      1,                      1,              9.415e-05
                    183,                0.73444,                0.54168,                0.99921,                      1,               8.92e-05
                    184,                0.71948,                0.54151,                0.99921,                      1,              8.425e-05
                    185,                0.74674,                0.54102,                0.99921,                      1,               7.93e-05
                    186,                0.73272,                0.54119,                0.99921,                      1,              7.435e-05
                    187,                0.73529,                0.54182,                0.99921,                      1,               6.94e-05
                    188,                0.74265,                0.54095,                0.99921,                      1,              6.445e-05
                    189,                0.73935,                0.54048,                0.99921,                      1,               5.95e-05
                    190,                0.72224,                0.54068,                0.99921,                      1,              5.455e-05
                    191,                0.71912,                0.54036,                      1,                      1,               4.96e-05
                    192,                0.71974,                0.54036,                      1,                      1,              4.465e-05
                    193,                 0.7191,                0.54046,                0.99921,                      1,               3.97e-05
                    194,                0.73625,                0.53965,                      1,                      1,              3.475e-05
                    195,                0.73156,                0.53984,                      1,                      1,               2.98e-05
                    196,                0.72215,                 0.5396,                      1,                      1,              2.485e-05
                    197,                0.73141,                0.53962,                      1,                      1,               1.99e-05
                    198,                0.71715,                0.53936,                      1,                      1,              1.495e-05
                    199,                0.69599,                0.53931,                0.99921,                      1,                  1e-05
