                  epoch,             train/loss,               val/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,                   lr/0
                    166,                 0.7471,                0.54517,                0.99446,                0.99881,              0.0004489
                    167,                0.74406,                0.54195,                0.99604,                0.99842,              0.0004456
                    168,                0.73912,                0.54324,                0.99604,                0.99842,              0.0004423
                    169,                0.72381,                0.54233,                0.99684,                0.99842,               0.000439
                    170,                0.73039,                0.53866,                0.99842,                0.99842,              0.0004357
                    171,                0.72061,                0.53544,                0.99763,                0.99881,              0.0004324
                    172,                0.72845,                0.53637,                0.99684,                0.99842,              0.0004291
                    173,                0.72387,                0.54673,                0.99367,                0.99842,              0.0004258
                    174,                0.71787,                0.54022,                0.99604,                0.99842,              0.0004225
                    175,                0.72512,                0.53856,                0.99565,                0.99842,              0.0004192
                    176,                 0.7366,                0.53749,                0.99604,                0.99842,              0.0004159
                    177,                0.71586,                0.53555,                0.99644,                0.99842,              0.0004126
                    178,                 0.7246,                0.53565,                0.99723,                0.99842,              0.0004093
                    179,                0.71799,                 0.5419,                0.99723,                 0.9996,               0.000406
                    180,                 0.7131,                0.53557,                0.99763,                0.99921,              0.0004027
                    181,                0.70935,                0.53424,                0.99684,                0.99881,              0.0003994
                    182,                  0.707,                0.53675,                0.99684,                0.99842,              0.0003961
                    183,                0.71324,                 0.5344,                0.99684,                0.99842,              0.0003928
                    184,                0.71574,                0.53653,                0.99763,                0.99842,              0.0003895
                    185,                0.71988,                0.53125,                0.99763,                0.99842,              0.0003862
                    186,                0.72238,                0.53469,                0.99802,                0.99842,              0.0003829
                    187,                0.72171,                0.53465,                0.99763,                0.99881,              0.0003796
                    188,                0.68522,                0.53451,                0.99802,                0.99842,              0.0003763
                    189,                0.69713,                0.53187,                0.99763,                0.99881,               0.000373
                    190,                0.74004,                0.53194,                0.99763,                0.99842,              0.0003697
                    191,                0.70523,                0.53142,                0.99763,                0.99842,              0.0003664
                    192,                0.69921,                0.52996,                0.99802,                0.99881,              0.0003631
                    193,                0.68844,                0.53129,                0.99763,                0.99842,              0.0003598
                    194,                0.68233,                0.53051,                0.99802,                0.99842,              0.0003565
                    195,                0.70461,                0.53057,                0.99802,                0.99842,              0.0003532
                    196,                0.69665,                0.52976,                0.99802,                0.99842,              0.0003499
                    197,                0.68521,                0.53053,                0.99802,                0.99842,              0.0003466
                    198,                0.69775,                0.53073,                0.99842,                0.99842,              0.0003433
                    199,                0.68885,                0.52956,                0.99842,                0.99842,                0.00034
                    200,                0.69563,                0.52854,                0.99842,                0.99842,              0.0003367
                    201,                0.67759,                0.53155,                0.99842,                0.99842,              0.0003334
                    202,                0.68131,                0.52889,                0.99842,                0.99842,              0.0003301
                    203,                0.68065,                0.52928,                0.99802,                0.99842,              0.0003268
                    204,                0.69058,                0.52962,                0.99802,                0.99842,              0.0003235
                    205,                0.68908,                0.52961,                0.99802,                0.99842,              0.0003202
                    206,                0.69257,                0.52964,                0.99802,                0.99842,              0.0003169
                    207,                0.67848,                0.52904,                0.99802,                0.99842,              0.0003136
                    208,                0.68937,                0.52823,                0.99802,                0.99881,              0.0003103
                    209,                0.68547,                 0.5285,                0.99802,                0.99842,               0.000307
                    210,                0.68035,                0.52744,                0.99802,                0.99842,              0.0003037
                    211,                0.69197,                0.52907,                0.99802,                0.99842,              0.0003004
                    212,                0.67562,                0.52854,                0.99842,                0.99842,              0.0002971
                    213,                 0.6941,                0.52909,                0.99842,                0.99842,              0.0002938
                    214,                0.67904,                0.52739,                0.99842,                0.99842,              0.0002905
                    215,                0.66469,                0.52743,                0.99842,                0.99842,              0.0002872
                    216,                0.68607,                0.52646,                0.99842,                0.99842,              0.0002839
                    217,                 0.6656,                0.52663,                0.99842,                0.99842,              0.0002806
                    218,                0.67399,                0.52778,                0.99802,                0.99842,              0.0002773
                    219,                0.66192,                0.52705,                0.99842,                0.99842,               0.000274
                    220,                0.66361,                0.52689,                0.99842,                0.99842,              0.0002707
                    221,                0.66408,                 0.5275,                0.99842,                0.99842,              0.0002674
                    222,                0.66897,                0.52587,                0.99842,                0.99881,              0.0002641
                    223,                0.65582,                0.52667,                0.99842,                0.99881,              0.0002608
                    224,                0.66701,                0.52562,                0.99842,                0.99881,              0.0002575
                    225,                0.66299,                0.52593,                0.99842,                0.99881,              0.0002542
                    226,                0.66682,                0.52547,                0.99842,                0.99842,              0.0002509
                    227,                0.66368,                0.52484,                0.99842,                0.99842,              0.0002476
                    228,                0.65326,                0.52578,                0.99842,                0.99842,              0.0002443
                    229,                0.65306,                0.52631,                0.99842,                0.99842,               0.000241
                    230,                0.66355,                0.52656,                0.99842,                0.99842,              0.0002377
                    231,                0.65874,                0.52531,                0.99842,                0.99842,              0.0002344
                    232,                0.64736,                0.52535,                0.99802,                0.99842,              0.0002311
                    233,                0.65947,                 0.5253,                0.99802,                0.99881,              0.0002278
                    234,                0.65076,                0.52578,                0.99842,                0.99842,              0.0002245
                    235,                0.64399,                0.52542,                0.99842,                0.99842,              0.0002212
                    236,                   0.64,                0.52534,                0.99842,                0.99842,              0.0002179
                    237,                0.66558,                0.52411,                0.99842,                0.99842,              0.0002146
                    238,                0.64338,                0.52383,                0.99842,                0.99842,              0.0002113
                    239,                0.65033,                0.52389,                0.99842,                0.99842,               0.000208
                    240,                0.65411,                0.52388,                0.99842,                0.99842,              0.0002047
                    241,                0.66163,                0.52405,                0.99842,                0.99842,              0.0002014
                    242,                 0.6538,                0.52417,                0.99842,                0.99881,              0.0001981
                    243,                0.64215,                0.52458,                0.99842,                0.99921,              0.0001948
                    244,                0.65076,                0.52428,                0.99842,                0.99921,              0.0001915
                    245,                0.62682,                0.52428,                0.99842,                0.99842,              0.0001882
                    246,                   0.64,                0.52442,                0.99842,                0.99842,              0.0001849
                    247,                0.65295,                0.52417,                0.99842,                0.99842,              0.0001816
                    248,                0.65161,                0.52434,                0.99842,                0.99842,              0.0001783
                    249,                0.65136,                0.52417,                0.99842,                0.99842,               0.000175
                    250,                0.64901,                0.52427,                0.99842,                0.99842,              0.0001717
                    251,                0.64729,                0.52427,                0.99842,                0.99842,              0.0001684
                    252,                0.63308,                0.52399,                0.99842,                0.99842,              0.0001651
                    253,                0.63716,                0.52448,                0.99842,                0.99842,              0.0001618
                    254,                0.62636,                0.52427,                0.99842,                0.99842,              0.0001585
                    255,                0.62343,                0.52487,                0.99842,                0.99842,              0.0001552
                    256,                 0.6252,                0.52453,                0.99802,                0.99842,              0.0001519
                    257,                  0.648,                0.52441,                0.99802,                0.99842,              0.0001486
                    258,                0.62106,                0.52414,                0.99802,                0.99842,              0.0001453
                    259,                0.63637,                0.52412,                0.99802,                0.99842,               0.000142
                    260,                0.61927,                0.52424,                0.99802,                0.99842,              0.0001387
                    261,                0.63195,                0.52407,                0.99802,                0.99842,              0.0001354
                    262,                0.61855,                0.52407,                0.99802,                0.99842,              0.0001321
                    263,                0.65036,                0.52427,                0.99802,                0.99842,              0.0001288
                    264,                0.62634,                0.52487,                0.99842,                0.99842,              0.0001255
                    265,                0.62688,                0.52385,                0.99842,                0.99842,              0.0001222
                    266,                0.61734,                 0.5239,                0.99842,                0.99842,              0.0001189
                    267,                0.61456,                0.52395,                0.99842,                0.99842,              0.0001156
                    268,                0.62922,                0.52376,                0.99842,                0.99842,              0.0001123
                    269,                0.62598,                0.52366,                0.99842,                0.99842,               0.000109
                    270,                0.62062,                0.52407,                0.99842,                0.99842,              0.0001057
                    271,                0.62532,                0.52366,                0.99842,                0.99842,              0.0001024
                    272,                0.62331,                0.52373,                0.99842,                0.99842,               9.91e-05
                    273,                0.61854,                0.52421,                0.99842,                0.99842,               9.58e-05
                    274,                0.60518,                0.52358,                0.99842,                0.99842,               9.25e-05
                    275,                0.62315,                0.52348,                0.99842,                0.99842,               8.92e-05
                    276,                0.62298,                0.52327,                0.99842,                0.99842,               8.59e-05
                    277,                0.61528,                0.52328,                0.99842,                0.99842,               8.26e-05
                    278,                 0.6138,                0.52328,                0.99842,                0.99842,               7.93e-05
                    279,                0.62093,                 0.5233,                0.99802,                0.99842,                7.6e-05
                    280,                0.61721,                0.52334,                0.99802,                0.99842,               7.27e-05
