                  epoch,             train/loss,               val/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,                   lr/0
                    214,                0.76825,                0.53762,                0.99921,                0.99941,              0.0002905
                    215,                0.73781,                0.53773,                0.99921,                0.99941,              0.0002872
                    216,                0.73947,                0.53744,                0.99921,                0.99941,              0.0002839
                    217,                0.73753,                0.53722,                0.99921,                0.99941,              0.0002806
                    218,                0.73169,                0.53712,                0.99921,                0.99941,              0.0002773
                    219,                0.72971,                 0.5369,                0.99921,                0.99941,               0.000274
                    220,                0.73781,                0.53672,                0.99921,                0.99941,              0.0002707
                    221,                0.73788,                0.53664,                0.99921,                0.99941,              0.0002674
                    222,                0.74007,                0.53664,                0.99921,                0.99941,              0.0002641
                    223,                0.73704,                0.53675,                0.99921,                0.99941,              0.0002608
                    224,                0.72995,                0.53638,                0.99921,                0.99941,              0.0002575
                    225,                0.71716,                0.53627,                0.99921,                0.99941,              0.0002542
                    226,                0.74164,                0.53613,                0.99921,                0.99941,              0.0002509
                    227,                0.75055,                0.53607,                0.99921,                0.99941,              0.0002476
                    228,                0.72342,                0.53594,                0.99921,                0.99941,              0.0002443
                    229,                0.72659,                0.53574,                0.99921,                0.99941,               0.000241
                    230,                0.72562,                0.53573,                0.99921,                0.99941,              0.0002377
                    231,                0.72397,                0.53588,                0.99921,                0.99941,              0.0002344
                    232,                0.69838,                0.53556,                0.99921,                0.99941,              0.0002311
                    233,                0.70056,                0.53553,                0.99921,                0.99941,              0.0002278
                    234,                0.70136,                 0.5354,                0.99921,                0.99941,              0.0002245
                    235,                0.70872,                0.53629,                0.99921,                0.99941,              0.0002212
                    236,                0.70971,                0.53505,                0.99921,                0.99941,              0.0002179
                    237,                 0.7039,                0.53489,                0.99921,                0.99941,              0.0002146
                    238,                0.70149,                0.53485,                0.99921,                0.99941,              0.0002113
                    239,                0.69962,                 0.5348,                0.99921,                0.99941,               0.000208
                    240,                0.69995,                0.53459,                0.99921,                0.99941,              0.0002047
                    241,                0.69455,                0.53442,                0.99921,                0.99941,              0.0002014
                    242,                0.70285,                0.53431,                0.99921,                0.99941,              0.0001981
                    243,                0.69331,                0.53423,                0.99921,                0.99941,              0.0001948
                    244,                0.68921,                0.53412,                0.99921,                0.99941,              0.0001915
                    245,                 0.6815,                0.53408,                0.99921,                0.99941,              0.0001882
                    246,                0.68923,                0.53393,                0.99921,                0.99941,              0.0001849
                    247,                 0.6899,                0.53385,                0.99921,                0.99941,              0.0001816
                    248,                0.70295,                0.53378,                0.99921,                0.99941,              0.0001783
                    249,                 0.6847,                0.53363,                0.99921,                0.99941,               0.000175
                    250,                0.68719,                0.53353,                0.99921,                0.99941,              0.0001717
                    251,                0.68781,                0.53343,                0.99921,                0.99941,              0.0001684
                    252,                0.68873,                0.53337,                0.99921,                0.99941,              0.0001651
                    253,                0.67755,                0.53313,                0.99921,                0.99941,              0.0001618
                    254,                0.67328,                0.53311,                0.99921,                0.99941,              0.0001585
                    255,                0.67615,                0.53312,                0.99921,                0.99941,              0.0001552
                    256,                0.67045,                0.53307,                0.99921,                0.99941,              0.0001519
                    257,                0.66723,                0.53399,                0.99921,                0.99941,              0.0001486
                    258,                0.67393,                0.53294,                0.99921,                0.99941,              0.0001453
                    259,                0.67835,                0.53266,                0.99921,                0.99941,               0.000142
                    260,                0.66155,                0.53252,                0.99921,                0.99941,              0.0001387
                    261,                 0.6616,                0.53238,                0.99921,                0.99941,              0.0001354
                    262,                0.66395,                0.53241,                0.99921,                0.99941,              0.0001321
                    263,                0.66433,                0.53223,                0.99921,                0.99941,              0.0001288
                    264,                0.66564,                0.53221,                0.99921,                0.99941,              0.0001255
                    265,                0.66432,                0.53207,                0.99921,                0.99921,              0.0001222
                    266,                 0.6648,                0.53301,                0.99921,                0.99921,              0.0001189
                    267,                0.65668,                0.53189,                0.99921,                0.99921,              0.0001156
                    268,                0.65597,                0.53177,                0.99921,                0.99921,              0.0001123
                    269,                0.64951,                0.53167,                0.99921,                0.99921,               0.000109
                    270,                0.64581,                0.53259,                0.99921,                0.99921,              0.0001057
                    271,                0.63884,                0.53136,                0.99921,                0.99921,              0.0001024
                    272,                0.65052,                0.53127,                0.99921,                0.99921,               9.91e-05
                    273,                0.66267,                0.53122,                0.99921,                0.99921,               9.58e-05
                    274,                0.64905,                0.53106,                0.99921,                0.99921,               9.25e-05
                    275,                0.65197,                0.53105,                0.99921,                0.99921,               8.92e-05
                    276,                0.64087,                0.53088,                0.99921,                0.99921,               8.59e-05
                    277,                0.64686,                 0.5308,                0.99921,                0.99921,               8.26e-05
                    278,                0.64354,                0.53169,                0.99921,                0.99921,               7.93e-05
                    279,                0.64712,                0.53052,                0.99921,                0.99921,                7.6e-05
                    280,                0.64638,                0.53039,                0.99921,                0.99921,               7.27e-05
                    281,                0.64602,                0.53029,                0.99921,                0.99921,               6.94e-05
                    282,                0.64556,                0.53024,                0.99921,                0.99921,               6.61e-05
                    283,                0.64379,                0.53009,                0.99921,                0.99921,               6.28e-05
                    284,                0.64046,                0.53007,                0.99921,                0.99921,               5.95e-05
                    285,                0.62871,                0.52981,                0.99921,                0.99921,               5.62e-05
                    286,                 0.6291,                0.52977,                0.99921,                0.99921,               5.29e-05
                    287,                0.63391,                0.52968,                0.99921,                0.99921,               4.96e-05
                    288,                0.62963,                0.52955,                0.99921,                0.99921,               4.63e-05
                    289,                0.62781,                0.52938,                0.99921,                0.99921,                4.3e-05
                    290,                0.62934,                0.52937,                0.99921,                0.99921,               3.97e-05
                    291,                0.62209,                0.52926,                0.99921,                0.99921,               3.64e-05
                    292,                0.63135,                0.52915,                0.99921,                0.99921,               3.31e-05
                    293,                0.63006,                0.52903,                0.99921,                0.99921,               2.98e-05
                    294,                0.62421,                0.52888,                0.99921,                0.99921,               2.65e-05
                    295,                0.62855,                0.52874,                0.99921,                0.99921,               2.32e-05
                    296,                0.62641,                0.52865,                0.99921,                0.99921,               1.99e-05
                    297,                0.62991,                 0.5285,                0.99921,                0.99921,               1.66e-05
                    298,                 0.6165,                0.52838,                0.99921,                0.99921,               1.33e-05
                    299,                0.61755,                0.52831,                0.99921,                0.99921,                  1e-05
