                  epoch,             train/loss,               val/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,                   lr/0
                    119,                0.94113,                   0.62,                 0.9842,                      1,               0.000406
                    120,                 1.0017,                0.62014,                 0.9921,                      1,             0.00040105
                    121,                0.95971,                0.62558,                0.98894,                      1,              0.0003961
                    122,                0.94847,                0.62155,                0.99052,                      1,             0.00039115
                    123,                0.95957,                0.62375,                0.99052,                      1,              0.0003862
                    124,                 0.9353,                0.61474,                 0.9921,                      1,             0.00038125
                    125,                0.90616,                0.62834,                0.98104,                      1,              0.0003763
                    126,                0.96168,                0.62278,                 0.9763,                      1,             0.00037135
                    127,                0.91511,                0.60115,                0.99052,                      1,              0.0003664
                    128,                  0.964,                0.62803,                0.97788,                      1,             0.00036145
                    129,                0.93141,                0.69641,                0.95261,                      1,              0.0003565
                    130,                0.96841,                0.60947,                0.98736,                      1,             0.00035155
                    131,                0.91341,                0.60234,                0.99368,                      1,              0.0003466
                    132,                0.90822,                0.59808,                 0.9921,                      1,             0.00034165
                    133,                0.87868,                0.60915,                0.99052,                      1,              0.0003367
                    134,                0.87197,                0.63054,                0.98578,                      1,             0.00033175
                    135,                0.91238,                0.60124,                0.98736,                      1,              0.0003268
                    136,                0.87585,                0.59767,                0.99368,                      1,             0.00032185
                    137,                0.90597,                0.60681,                0.99368,                      1,              0.0003169
                    138,                0.90126,                0.60168,                0.99368,                      1,             0.00031195
                    139,                0.88802,                0.59983,                0.99368,                      1,               0.000307
                    140,                0.89199,                0.59912,                0.99368,                      1,             0.00030205
                    141,                0.90145,                0.59832,                0.99368,                      1,              0.0002971
                    142,                0.90595,                0.59843,                0.99368,                      1,             0.00029215
                    143,                0.91573,                0.59395,                0.99526,                      1,              0.0002872
                    144,                0.85331,                 0.6097,                0.98736,                      1,             0.00028225
                    145,                0.87505,                0.59472,                0.99052,                      1,              0.0002773
                    146,                0.80365,                0.58402,                0.99526,                      1,             0.00027235
                    147,                0.84555,                0.58605,                0.99368,                      1,              0.0002674
                    148,                0.86453,                0.58092,                0.99684,                      1,             0.00026245
